area	value	unit	zb	updateTime
山西省	204.6038963463	万吨	夏收粮食产量	2013
山西省	234.8504014797	万吨	夏收粮食产量	2012
山西省	221.9420213291	万吨	夏收粮食产量	2011
山西省	218.50827032164	万吨	夏收粮食产量	2010
山西省	201.24823066352	万吨	夏收粮食产量	2009
山西省	245.733584013203	万吨	夏收粮食产量	2008
山西省	218.106632158489	万吨	夏收粮食产量	2007
山西省	243.73	万吨	夏收粮食产量	2006
山西省	205.54	万吨	夏收粮食产量	2005
山西省	240.3	万吨	夏收粮食产量	2004
山西省	259.29	万吨	夏收粮食产量	2003
内蒙古自治区	0.0	万吨	夏收粮食产量	2022
内蒙古自治区	0.0	万吨	夏收粮食产量	2021
内蒙古自治区	0.0	万吨	夏收粮食产量	2020
内蒙古自治区	0.0	万吨	夏收粮食产量	2019
内蒙古自治区	0.0	万吨	夏收粮食产量	2018
内蒙古自治区	0.0	万吨	夏收粮食产量	2017
内蒙古自治区	0.0	万吨	夏收粮食产量	2016
内蒙古自治区	0.0	万吨	夏收粮食产量	2015
内蒙古自治区	0.0	万吨	夏收粮食产量	2014
内蒙古自治区	0.0	万吨	夏收粮食产量	2013
内蒙古自治区	0.0	万吨	夏收粮食产量	2012
内蒙古自治区	0.0	万吨	夏收粮食产量	2011
内蒙古自治区	0.0	万吨	夏收粮食产量	2010
内蒙古自治区	0.0	万吨	夏收粮食产量	2009
内蒙古自治区	0.0	万吨	夏收粮食产量	2008
内蒙古自治区	0.0	万吨	夏收粮食产量	2007
内蒙古自治区	0.0	万吨	夏收粮食产量	2006
内蒙古自治区	0.0	万吨	夏收粮食产量	2005
内蒙古自治区	0.0	万吨	夏收粮食产量	2004
内蒙古自治区	0.0	万吨	夏收粮食产量	2003
辽宁省	0.0	万吨	夏收粮食产量	2022
辽宁省	0.0	万吨	夏收粮食产量	2021
辽宁省	0.0	万吨	夏收粮食产量	2020
辽宁省	0.0	万吨	夏收粮食产量	2019
辽宁省	0.0	万吨	夏收粮食产量	2018
辽宁省	0.0	万吨	夏收粮食产量	2017
辽宁省	0.0	万吨	夏收粮食产量	2016
辽宁省	0.0	万吨	夏收粮食产量	2015
辽宁省	0.0	万吨	夏收粮食产量	2014
辽宁省	0.0	万吨	夏收粮食产量	2013
辽宁省	0.0	万吨	夏收粮食产量	2012
辽宁省	0.0	万吨	夏收粮食产量	2011
辽宁省	0.0	万吨	夏收粮食产量	2010
辽宁省	0.0	万吨	夏收粮食产量	2009
辽宁省	0.0	万吨	夏收粮食产量	2008
辽宁省	0.0	万吨	夏收粮食产量	2007
辽宁省	39.31	万吨	夏收粮食产量	2006
辽宁省	38.8	万吨	夏收粮食产量	2005
辽宁省	35.1	万吨	夏收粮食产量	2004
辽宁省	44.3	万吨	夏收粮食产量	2003
吉林省	0.0	万吨	夏收粮食产量	2022
吉林省	0.0	万吨	夏收粮食产量	2021
吉林省	0.0	万吨	夏收粮食产量	2020
吉林省	0.0	万吨	夏收粮食产量	2019
吉林省	0.0	万吨	夏收粮食产量	2018
吉林省	0.0	万吨	夏收粮食产量	2017
吉林省	0.0	万吨	夏收粮食产量	2016
吉林省	0.0	万吨	夏收粮食产量	2015
吉林省	0.0	万吨	夏收粮食产量	2014
吉林省	0.0	万吨	夏收粮食产量	2013
吉林省	0.0	万吨	夏收粮食产量	2012
吉林省	0.0	万吨	夏收粮食产量	2011
吉林省	0.0	万吨	夏收粮食产量	2010
吉林省	0.0	万吨	夏收粮食产量	2009
吉林省	0.0	万吨	夏收粮食产量	2008
吉林省	0.0	万吨	夏收粮食产量	2007
吉林省	0.0	万吨	夏收粮食产量	2006
吉林省	0.0	万吨	夏收粮食产量	2005
吉林省	0.0	万吨	夏收粮食产量	2004
吉林省	0.0	万吨	夏收粮食产量	2003
黑龙江省	0.0	万吨	夏收粮食产量	2022
黑龙江省	0.0	万吨	夏收粮食产量	2021
黑龙江省	0.0	万吨	夏收粮食产量	2020
黑龙江省	0.0	万吨	夏收粮食产量	2019
黑龙江省	0.0	万吨	夏收粮食产量	2018
黑龙江省	0.0	万吨	夏收粮食产量	2017
黑龙江省	0.0	万吨	夏收粮食产量	2016
黑龙江省	0.0	万吨	夏收粮食产量	2015
黑龙江省	0.0	万吨	夏收粮食产量	2014
黑龙江省	0.0	万吨	夏收粮食产量	2013
黑龙江省	0.0	万吨	夏收粮食产量	2012
黑龙江省	0.0	万吨	夏收粮食产量	2011
黑龙江省	0.0	万吨	夏收粮食产量	2010
黑龙江省	0.0	万吨	夏收粮食产量	2009
黑龙江省	0.0	万吨	夏收粮食产量	2008
黑龙江省	0.0	万吨	夏收粮食产量	2007
黑龙江省	0.0	万吨	夏收粮食产量	2006
黑龙江省	0.0	万吨	夏收粮食产量	2005
黑龙江省	0.0	万吨	夏收粮食产量	2004
黑龙江省	0.0	万吨	夏收粮食产量	2003
上海市	0.0	万吨	夏收粮食产量	2022
上海市	0.0	万吨	夏收粮食产量	2021
上海市	0.0	万吨	夏收粮食产量	2020
上海市	6.2	万吨	夏收粮食产量	2019
上海市	13.958574	万吨	夏收粮食产量	2018
上海市	11.6432553666639	万吨	夏收粮食产量	2017
上海市	17.12615236997	万吨	夏收粮食产量	2016
上海市	26.8437688361748	万吨	夏收粮食产量	2015
上海市	27.3760954822526	万吨	夏收粮食产量	2014
上海市	26.2386256272627	万吨	夏收粮食产量	2013
上海市	31.8035832399851	万吨	夏收粮食产量	2012
上海市	31.9184515164187	万吨	夏收粮食产量	2011
上海市	26.5123384411149	万吨	夏收粮食产量	2010
上海市	31.4597150484621	万吨	夏收粮食产量	2009
上海市	24.1682509662563	万吨	夏收粮食产量	2008
上海市	20.3865213481469	万吨	夏收粮食产量	2007
上海市	16.1	万吨	夏收粮食产量	2006
上海市	13.9	万吨	夏收粮食产量	2005
上海市	11.71	万吨	夏收粮食产量	2004
上海市	10.3	万吨	夏收粮食产量	2003
江苏省	0.0	万吨	夏收粮食产量	2022
江苏省	0.0	万吨	夏收粮食产量	2021
江苏省	0.0	万吨	夏收粮食产量	2020
江苏省	1356.6	万吨	夏收粮食产量	2019
江苏省	1326.42	万吨	夏收粮食产量	2018
江苏省	1335.82088506258	万吨	夏收粮食产量	2017
江苏省	1293.19548980916	万吨	夏收粮食产量	2016
江苏省	1304.0279	万吨	夏收粮食产量	2015
江苏省	1281.0346	万吨	夏收粮食产量	2014
江苏省	1224.6373	万吨	夏收粮食产量	2013
江苏省	1203.0463	万吨	夏收粮食产量	2012
江苏省	1164.0049	万吨	夏收粮食产量	2011
江苏省	1143.5261	万吨	夏收粮食产量	2010
江苏省	1123.4536	万吨	夏收粮食产量	2009
江苏省	1102.263	万吨	夏收粮食产量	2008
江苏省	1065.3562	万吨	夏收粮食产量	2007
江苏省	1017.12	万吨	夏收粮食产量	2006
江苏省	844.42	万吨	夏收粮食产量	2005
江苏省	807.24	万吨	夏收粮食产量	2004
江苏省	729.29	万吨	夏收粮食产量	2003
浙江省	0.0	万吨	夏收粮食产量	2022
浙江省	0.0	万吨	夏收粮食产量	2021
浙江省	0.0	万吨	夏收粮食产量	2020
浙江省	47.5	万吨	夏收粮食产量	2019
浙江省	51.084	万吨	夏收粮食产量	2018
浙江省	64.5022522476122	万吨	夏收粮食产量	2017
浙江省	48.639539493395	万吨	夏收粮食产量	2016
浙江省	62.5676959954064	万吨	夏收粮食产量	2015
浙江省	58.6309634112524	万吨	夏收粮食产量	2014
浙江省	55.5998463063642	万吨	夏收粮食产量	2013
浙江省	55.2611681377083	万吨	夏收粮食产量	2012
浙江省	58.0720601430736	万吨	夏收粮食产量	2011
浙江省	54.0130762314057	万吨	夏收粮食产量	2010
浙江省	53.6812497778022	万吨	夏收粮食产量	2009
浙江省	50.0404934446521	万吨	夏收粮食产量	2008
浙江省	48.1587418068251	万吨	夏收粮食产量	2007
浙江省	32.09	万吨	夏收粮食产量	2006
浙江省	43.2	万吨	夏收粮食产量	2005
浙江省	36.3	万吨	夏收粮食产量	2004
浙江省	39.99	万吨	夏收粮食产量	2003
安徽省	0.0	万吨	夏收粮食产量	2022
安徽省	0.0	万吨	夏收粮食产量	2021
安徽省	0.0	万吨	夏收粮食产量	2020
安徽省	1657.0	万吨	夏收粮食产量	2019
安徽省	1607.51	万吨	夏收粮食产量	2018
安徽省	1644.67561507391	万吨	夏收粮食产量	2017
安徽省	1635.65018117866	万吨	夏收粮食产量	2016
安徽省	1661.10505202677	万吨	夏收粮食产量	2015
安徽省	1551.34763376461	万吨	夏收粮食产量	2014
安徽省	1428.18999782695	万吨	夏收粮食产量	2013
安徽省	1393.61113113263	万吨	夏收粮食产量	2012
安徽省	1255.58045609089	万吨	夏收粮食产量	2011
安徽省	1206.92817202756	万吨	夏收粮食产量	2010
安徽省	1136.01389329103	万吨	夏收粮食产量	2009
安徽省	1237.42981068161	万吨	夏收粮食产量	2008
安徽省	1156.40229922811	万吨	夏收粮食产量	2007
安徽省	1060.23	万吨	夏收粮食产量	2006
安徽省	865.2	万吨	夏收粮食产量	2005
安徽省	848.0	万吨	夏收粮食产量	2004
安徽省	707.6	万吨	夏收粮食产量	2003
福建省	0.0	万吨	夏收粮食产量	2022
福建省	0.0	万吨	夏收粮食产量	2021
福建省	0.0	万吨	夏收粮食产量	2020
福建省	23.1	万吨	夏收粮食产量	2019
福建省	21.6113	万吨	夏收粮食产量	2018
福建省	20.6121174099875	万吨	夏收粮食产量	2017
福建省	20.2145850799501	万吨	夏收粮食产量	2016
福建省	21.1695622394585	万吨	夏收粮食产量	2015
福建省	21.7634035137946	万吨	夏收粮食产量	2014
福建省	22.5395913898207	万吨	夏收粮食产量	2013
福建省	23.2367917348729	万吨	夏收粮食产量	2012
福建省	24.4925912702021	万吨	夏收粮食产量	2011
福建省	24.4374730001647	万吨	夏收粮食产量	2010
福建省	25.9945398697993	万吨	夏收粮食产量	2009
福建省	24.6926956114429	万吨	夏收粮食产量	2008
福建省	25.4853312900538	万吨	夏收粮食产量	2007
福建省	30.8140053904726	万吨	夏收粮食产量	2006
福建省	38.31	万吨	夏收粮食产量	2005
福建省	37.63	万吨	夏收粮食产量	2004
福建省	39.29	万吨	夏收粮食产量	2003
江西省	0.0	万吨	夏收粮食产量	2022
江西省	0.0	万吨	夏收粮食产量	2021
江西省	0.0	万吨	夏收粮食产量	2020
江西省	26.3	万吨	夏收粮食产量	2019
江西省	26.6	万吨	夏收粮食产量	2018
江西省	25.0397411201544	万吨	夏收粮食产量	2017
江西省	24.562602569755	万吨	夏收粮食产量	2016
江西省	21.214556573575	万吨	夏收粮食产量	2015
江西省	18.9612196518365	万吨	夏收粮食产量	2014
江西省	18.5571050767166	万吨	夏收粮食产量	2013
江西省	19.5767205268419	万吨	夏收粮食产量	2012
江西省	13.3528794001115	万吨	夏收粮食产量	2011
江西省	12.0205022371692	万吨	夏收粮食产量	2010
江西省	12.7404077812438	万吨	夏收粮食产量	2009
江西省	14.724208271905	万吨	夏收粮食产量	2008
江西省	13.6757998423049	万吨	夏收粮食产量	2007
江西省	7.8	万吨	夏收粮食产量	2006
江西省	9.1	万吨	夏收粮食产量	2005
江西省	9.1	万吨	夏收粮食产量	2004
江西省	11.1	万吨	夏收粮食产量	2003
山东省	0.0	万吨	夏收粮食产量	2022
山东省	0.0	万吨	夏收粮食产量	2021
山东省	0.0	万吨	夏收粮食产量	2020
山东省	2553.3	万吨	夏收粮食产量	2019
山东省	2472.23081032	万吨	夏收粮食产量	2018
山东省	2495.96394561613	万吨	夏收粮食产量	2017
山东省	2490.97316283295	万吨	夏收粮食产量	2016
山东省	2392.43054613497	万吨	夏收粮食产量	2015
山东省	2326.25774786838	万吨	夏收粮食产量	2014
山东省	2264.95290981391	万吨	夏收粮食产量	2013
山东省	2220.10748710604	万吨	夏收粮食产量	2012
山东省	2148.96290700032	万吨	夏收粮食产量	2011
山东省	2110.07633914324	万吨	夏收粮食产量	2010
山东省	2084.96674117942	万吨	夏收粮食产量	2009
山东省	2039.37993764841	万吨	夏收粮食产量	2008
山东省	2007.96138510493	万吨	夏收粮食产量	2007
山东省	2013.3	万吨	夏收粮食产量	2006
山东省	1801.06	万吨	夏收粮食产量	2005
山东省	1585.0	万吨	夏收粮食产量	2004
山东省	1565.3	万吨	夏收粮食产量	2003
河南省	0.0	万吨	夏收粮食产量	2022
河南省	0.0	万吨	夏收粮食产量	2021
河南省	0.0	万吨	夏收粮食产量	2020
河南省	3745.4	万吨	夏收粮食产量	2019
河南省	3613.7	万吨	夏收粮食产量	2018
河南省	3715.9754792782	万吨	夏收粮食产量	2017
河南省	3628.3160838343	万吨	夏收粮食产量	2016
河南省	3537.69692472419	万吨	夏收粮食产量	2015
河南省	3395.20064368561	万吨	夏收粮食产量	2014
河南省	3275.07524842967	万吨	夏收粮食产量	2013
河南省	3231.72287207897	万吨	夏收粮食产量	2012
河南省	3153.40094758592	万吨	夏收粮食产量	2011
河南省	3129.47800458248	万吨	夏收粮食产量	2010
河南省	3099.58100795295	万吨	夏收粮食产量	2009
河南省	3042.56819764012	万吨	夏收粮食产量	2008
河南省	2971.87457325467	万吨	夏收粮食产量	2007
河南省	2950.25	万吨	夏收粮食产量	2006
河南省	2609.21	万吨	夏收粮食产量	2005
河南省	2520.98	万吨	夏收粮食产量	2004
河南省	2336.4	万吨	夏收粮食产量	2003
湖北省	0.0	万吨	夏收粮食产量	2022
湖北省	0.0	万吨	夏收粮食产量	2021
湖北省	0.0	万吨	夏收粮食产量	2020
湖北省	457.0	万吨	夏收粮食产量	2019
湖北省	467.6	万吨	夏收粮食产量	2018
湖北省	488.242824155975	万吨	夏收粮食产量	2017
湖北省	497.592934680143	万吨	夏收粮食产量	2016
湖北省	493.091686775042	万吨	夏收粮食产量	2015
湖北省	493.819546758878	万吨	夏收粮食产量	2014
湖北省	490.081004876522	万吨	夏收粮食产量	2013
湖北省	437.753348982497	万吨	夏收粮食产量	2012
湖北省	415.666956856742	万吨	夏收粮食产量	2011
湖北省	411.903364789622	万吨	夏收粮食产量	2010
湖北省	392.083313260866	万吨	夏收粮食产量	2009
湖北省	382.281291437641	万吨	夏收粮食产量	2008
湖北省	409.856207316856	万吨	夏收粮食产量	2007
湖北省	369.08	万吨	夏收粮食产量	2006
湖北省	302.49	万吨	夏收粮食产量	2005
湖北省	271.24	万吨	夏收粮食产量	2004
湖北省	255.65	万吨	夏收粮食产量	2003
湖南省	0.0	万吨	夏收粮食产量	2022
湖南省	0.0	万吨	夏收粮食产量	2021
湖南省	0.0	万吨	夏收粮食产量	2020
湖南省	41.3	万吨	夏收粮食产量	2019
湖南省	51.39	万吨	夏收粮食产量	2018
湖南省	48.56	万吨	夏收粮食产量	2017
湖南省	44.28	万吨	夏收粮食产量	2016
湖南省	52.96	万吨	夏收粮食产量	2015
湖南省	55.35	万吨	夏收粮食产量	2014
湖南省	53.65	万吨	夏收粮食产量	2013
湖南省	52.02	万吨	夏收粮食产量	2012
湖南省	53.9	万吨	夏收粮食产量	2011
湖南省	55.58	万吨	夏收粮食产量	2010
湖南省	47.45	万吨	夏收粮食产量	2009
湖南省	41.02	万吨	夏收粮食产量	2008
湖南省	40.93	万吨	夏收粮食产量	2007
湖南省	37.4	万吨	夏收粮食产量	2006
湖南省	63.4	万吨	夏收粮食产量	2005
湖南省	62.4	万吨	夏收粮食产量	2004
湖南省	62.43	万吨	夏收粮食产量	2003
广东省	0.0	万吨	夏收粮食产量	2022
广东省	0.0	万吨	夏收粮食产量	2021
广东省	0.0	万吨	夏收粮食产量	2020
广东省	63.6	万吨	夏收粮食产量	2019
广东省	63.86	万吨	夏收粮食产量	2018
广东省	64.2645024839948	万吨	夏收粮食产量	2017
广东省	64.0261665489021	万吨	夏收粮食产量	2016
广东省	75.9352627359685	万吨	夏收粮食产量	2015
广东省	78.0194838706528	万吨	夏收粮食产量	2014
广东省	80.5143390809884	万吨	夏收粮食产量	2013
广东省	84.086288763711	万吨	夏收粮食产量	2012
广东省	84.5494935325009	万吨	夏收粮食产量	2011
广东省	86.7695380018891	万吨	夏收粮食产量	2010
广东省	86.5645923787586	万吨	夏收粮食产量	2009
广东省	85.5692197818227	万吨	夏收粮食产量	2008
广东省	90.3884283707844	万吨	夏收粮食产量	2007
广东省	93.25	万吨	夏收粮食产量	2006
广东省	94.06	万吨	夏收粮食产量	2005
广东省	92.4	万吨	夏收粮食产量	2004
广东省	93.6	万吨	夏收粮食产量	2003
广西壮族自治区	0.0	万吨	夏收粮食产量	2022
广西壮族自治区	0.0	万吨	夏收粮食产量	2021
广西壮族自治区	0.0	万吨	夏收粮食产量	2020
广西壮族自治区	20.0	万吨	夏收粮食产量	2019
广西壮族自治区	21.3	万吨	夏收粮食产量	2018
广西壮族自治区	21.6858970961562	万吨	夏收粮食产量	2017
广西壮族自治区	22.4944396071589	万吨	夏收粮食产量	2016
广西壮族自治区	27.5554982750657	万吨	夏收粮食产量	2015
广西壮族自治区	28.7580293695496	万吨	夏收粮食产量	2014
广西壮族自治区	30.9215826140819	万吨	夏收粮食产量	2013
广西壮族自治区	25.9896767401687	万吨	夏收粮食产量	2012
广西壮族自治区	23.5832370245482	万吨	夏收粮食产量	2011
广西壮族自治区	22.3940508333775	万吨	夏收粮食产量	2010
广西壮族自治区	13.64728231059	万吨	夏收粮食产量	2009
广西壮族自治区	12.9667832415963	万吨	夏收粮食产量	2008
广西壮族自治区	13.4921995772551	万吨	夏收粮食产量	2007
广西壮族自治区	18.1	万吨	夏收粮食产量	2006
广西壮族自治区	16.9	万吨	夏收粮食产量	2005
广西壮族自治区	16.4	万吨	夏收粮食产量	2004
广西壮族自治区	14.6	万吨	夏收粮食产量	2003
海南省	0.0	万吨	夏收粮食产量	2022
海南省	0.0	万吨	夏收粮食产量	2021
海南省	0.0	万吨	夏收粮食产量	2020
海南省	9.9	万吨	夏收粮食产量	2019
海南省	8.78	万吨	夏收粮食产量	2018
海南省	8.99130017504243	万吨	夏收粮食产量	2017
海南省	9.43751248199495	万吨	夏收粮食产量	2016
海南省	10.8318797703659	万吨	夏收粮食产量	2015
海南省	12.1976661119134	万吨	夏收粮食产量	2014
海南省	20.7057685016381	万吨	夏收粮食产量	2013
海南省	22.3075308586089	万吨	夏收粮食产量	2012
海南省	22.9775783945664	万吨	夏收粮食产量	2011
海南省	22.7151677525999	万吨	夏收粮食产量	2010
海南省	22.8505950572772	万吨	夏收粮食产量	2009
海南省	23.0414253721916	万吨	夏收粮食产量	2008
海南省	24.5196426733229	万吨	夏收粮食产量	2007
海南省	14.1	万吨	夏收粮食产量	2006
海南省	13.31	万吨	夏收粮食产量	2005
海南省	14.6	万吨	夏收粮食产量	2004
海南省	15.28	万吨	夏收粮食产量	2003
重庆市	0.0	万吨	夏收粮食产量	2022
重庆市	0.0	万吨	夏收粮食产量	2021
重庆市	0.0	万吨	夏收粮食产量	2020
重庆市	120.1	万吨	夏收粮食产量	2019
重庆市	122.097045282467	万吨	夏收粮食产量	2018
重庆市	122.877104960743	万吨	夏收粮食产量	2017
重庆市	123.02746571708	万吨	夏收粮食产量	2016
重庆市	127.434517106386	万吨	夏收粮食产量	2015
重庆市	126.816844455428	万吨	夏收粮食产量	2014
重庆市	132.523842411634	万吨	夏收粮食产量	2013
重庆市	135.449114401305	万吨	夏收粮食产量	2012
重庆市	137.682653533218	万吨	夏收粮食产量	2011
重庆市	139.487910764262	万吨	夏收粮食产量	2010
重庆市	143.440824069409	万吨	夏收粮食产量	2009
重庆市	148.612517506897	万吨	夏收粮食产量	2008
重庆市	154.428484059875	万吨	夏收粮食产量	2007
重庆市	153.8	万吨	夏收粮食产量	2006
重庆市	172.93	万吨	夏收粮食产量	2005
重庆市	167.2	万吨	夏收粮食产量	2004
重庆市	169.0	万吨	夏收粮食产量	2003
四川省	0.0	万吨	夏收粮食产量	2022
四川省	0.0	万吨	夏收粮食产量	2021
四川省	0.0	万吨	夏收粮食产量	2020
四川省	422.9	万吨	夏收粮食产量	2019
四川省	419.5	万吨	夏收粮食产量	2018
四川省	422.632	万吨	夏收粮食产量	2017
四川省	425.2779	万吨	夏收粮食产量	2016
四川省	441.841298176069	万吨	夏收粮食产量	2015
四川省	452.102399775672	万吨	夏收粮食产量	2014
四川省	459.83565401479	万吨	夏收粮食产量	2013
四川省	471.627532420553	万吨	夏收粮食产量	2012
四川省	482.419906545905	万吨	夏收粮食产量	2011
四川省	493.734010483536	万吨	夏收粮食产量	2010
四川省	499.56539047156	万吨	夏收粮食产量	2009
四川省	534.12234130211	万吨	夏收粮食产量	2008
四川省	566.151848646715	万吨	夏收粮食产量	2007
四川省	578.0	万吨	夏收粮食产量	2006
四川省	565.0	万吨	夏收粮食产量	2005
四川省	548.2	万吨	夏收粮食产量	2004
四川省	533.5	万吨	夏收粮食产量	2003
贵州省	0.0	万吨	夏收粮食产量	2022
贵州省	0.0	万吨	夏收粮食产量	2021
贵州省	0.0	万吨	夏收粮食产量	2020
贵州省	233.9	万吨	夏收粮食产量	2019
贵州省	215.726	万吨	夏收粮食产量	2018
贵州省	222.21196052841	万吨	夏收粮食产量	2017
贵州省	215.074988659536	万吨	夏收粮食产量	2016
贵州省	271.957591137085	万吨	夏收粮食产量	2015
贵州省	272.371782571856	万吨	夏收粮食产量	2014
贵州省	247.10824384662	万吨	夏收粮食产量	2013
贵州省	235.340131044203	万吨	夏收粮食产量	2012
贵州省	223.104479970811	万吨	夏收粮食产量	2011
贵州省	165.509976824653	万吨	夏收粮食产量	2010
贵州省	240.122001611014	万吨	夏收粮食产量	2009
贵州省	229.900885809671	万吨	夏收粮食产量	2008
贵州省	213.198361965499	万吨	夏收粮食产量	2007
贵州省	207.377809489832	万吨	夏收粮食产量	2006
贵州省	214.7	万吨	夏收粮食产量	2005
贵州省	212.8	万吨	夏收粮食产量	2004
贵州省	200.4	万吨	夏收粮食产量	2003
云南省	0.0	万吨	夏收粮食产量	2022
云南省	0.0	万吨	夏收粮食产量	2021
云南省	0.0	万吨	夏收粮食产量	2020
云南省	243.6	万吨	夏收粮食产量	2019
云南省	241.983345716962	万吨	夏收粮食产量	2018
云南省	241.656839582849	万吨	夏收粮食产量	2017
云南省	238.383033862118	万吨	夏收粮食产量	2016
云南省	236.319186683908	万吨	夏收粮食产量	2015
云南省	236.924154162793	万吨	夏收粮食产量	2014
云南省	217.704541609038	万吨	夏收粮食产量	2013
云南省	205.850221183413	万吨	夏收粮食产量	2012
云南省	221.608073194294	万吨	夏收粮食产量	2011
云南省	120.667952214033	万吨	夏收粮食产量	2010
云南省	199.141119849559	万吨	夏收粮食产量	2009
云南省	201.548052981468	万吨	夏收粮食产量	2008
云南省	202.37162649873	万吨	夏收粮食产量	2007
云南省	220.61	万吨	夏收粮食产量	2006
云南省	222.31	万吨	夏收粮食产量	2005
云南省	236.32	万吨	夏收粮食产量	2004
云南省	244.55	万吨	夏收粮食产量	2003
西藏自治区	0.0	万吨	夏收粮食产量	2022
西藏自治区	0.0	万吨	夏收粮食产量	2021
西藏自治区	0.0	万吨	夏收粮食产量	2020
西藏自治区	0.0	万吨	夏收粮食产量	2019
西藏自治区	0.0	万吨	夏收粮食产量	2018
西藏自治区	0.0	万吨	夏收粮食产量	2017
西藏自治区	0.0	万吨	夏收粮食产量	2016
西藏自治区	0.0	万吨	夏收粮食产量	2015
西藏自治区	0.0	万吨	夏收粮食产量	2014
西藏自治区	0.0	万吨	夏收粮食产量	2013
西藏自治区	0.0	万吨	夏收粮食产量	2012
西藏自治区	0.0	万吨	夏收粮食产量	2011
西藏自治区	0.0	万吨	夏收粮食产量	2010
西藏自治区	0.0	万吨	夏收粮食产量	2009
西藏自治区	0.0	万吨	夏收粮食产量	2008
西藏自治区	0.0	万吨	夏收粮食产量	2007
西藏自治区	0.0	万吨	夏收粮食产量	2006
西藏自治区	0.0	万吨	夏收粮食产量	2005
西藏自治区	0.0	万吨	夏收粮食产量	2004
西藏自治区	0.0	万吨	夏收粮食产量	2003
陕西省	0.0	万吨	夏收粮食产量	2022
陕西省	0.0	万吨	夏收粮食产量	2021
陕西省	0.0	万吨	夏收粮食产量	2020
陕西省	420.3	万吨	夏收粮食产量	2019
陕西省	438.31	万吨	夏收粮食产量	2018
陕西省	442.132485003803	万吨	夏收粮食产量	2017
